tree,certainty,words,rock,moon,english
kana taka,held,2,kan.dag,hanlag,analog
kana tama,held,2,gan.tam,gant,-gon (polygon)
kana tama,held,2,kan.dam,kand,command
kana tama,held,2,kan.dam,kandam,condemn
kana tama,held,2,kan.tam,hant,hunt
kana tama,held,2,kan.tam,kantam,quantity/quanta
kana tama,held,2,kan.zam,hanz,house
kana tama,held,2,xan.tam,xant,ancient
kana tana,held,2,kan.dan,handan,bleak
kana tana,held,2,kan.san,kansan,consign
kana tana,held,2,kan.tan,hantan,intertwine
kana tana,held,2,kan.zan,hanzaq,mount
kana tana,held,2,xan.dan,xanlaq,hearty
kana tana,held,2,xan.zan,xaqzaq,twiddle
kana tapa,held,2,kan.dav,handav,endeavor
kana tatu,held,2,kan.sad,kansal,cancel
kana tika,held,2,kan.dik,haqlek,queue
kana tika,held,2,kan.tik,hantik,antique
kana tima,held,2,gan.dim,gaqdem,disk
kana tina,held,2,kan.tin,kanten,contain
kana tina,held,2,xan.din,yanlin,stern
kana tipa,held,2,kan.siv,kansiv,conceive
kana tita,held,2,kan.diz,kandiz,candy
kana tita,held,2,kan.sid,kansid,concede
kana tita,held,2,kan.sit,kansit,conceit
kana tuka,held,2,kan.tuj,hantoj,haunt
kana tuna,held,2,kan.dun,kandon,condone
kana tuna,held,2,kan.sun,kansoq,baggy
kana tuna,held,2,kan.zun,kanzoq,fancy
kana tuna,held,2,xan.zun,yanzoq,severe
kana tuta,held,2,kan.sud,hansul,ensue
kana tuta,held,2,kan.sud,kansol,console
kana tuta,held,2,kan.sud,kansur,connoisseur
kapa kama,held,2,kap.xam,kapxam,caption
kapa kapa,held,2,kaf.kaf,kafkaf,flip-flop
kapa kita,held,2,kaf.kid,hafkid,deposit
kapa kita,held,2,kaf.kid,hafkir,forfeit
kapa kita,held,2,kaf.kis,hafkes,efficacy
kapa kuta,held,2,kab.jud,habjur,abjure
kapa kuta,held,2,kap.xud,kapxur,capture
kapa maka,held,2,kab.mak,habak,embrace
kapa maka,held,2,kaf.mak,hafak,production
kapa maka,held,2,kav.mak,havak,havoc
kapa maka,held,2,kav.mak,kavak,dust
kapa mana,held,2,gav.man,gavan,guava
kapa mana,held,2,kaf.man,hafan,often
kapa mana,held,2,kap.man,hapan,happen
kapa mapa,held,2,kab.mav,habav,cherish
kapa mapa,held,2,kaf.maf,hafaf,huff
kapa mapa,held,2,kaf.maf,kafaf,extenuate
kapa mata,held,2,jab.mad,jabar,math
kapa mata,held,2,jav.mad,javal,swathe
kapa mata,held,2,kab.mad,habad,abide
kapa mata,held,2,kab.mad,habal,rope
kapa mata,held,2,kab.maz,habaC,applaud
kapa mata,held,2,kaf.mad,kafar,close oneself off
kapa mata,held,2,kaf.mas,hafas,fuss
kapa mata,held,2,kaf.mat,hafat,curb
kapa mata,held,2,kap.mad,hapal,appall
kapa mata,held,2,kav.mas,havas,obvious
kapa mata,held,2,kav.mat,kavat,caveat
kapa mata,held,2,xab.mat,xabat,rest
kapa mata,held,2,xap.mad,yapad,destination
kapa mata,held,2,xav.mas,xavas,fame
kapa mika,held,2,kaf.mik,hafik,derive
kapa mika,held,2,kav.mik,havik,walrus
kapa mika,held,2,kav.mik,kavik,wolverine
kapa mina,held,2,kap.min,hapiq,hype
kapa mina,held,2,xab.min,yabiq,import
kapa mipa,held,2,kaf.mif,hafif,congruence (geometry)
kapa mipa,held,2,kaf.mif,kafif,subordinate
kapa mipa,held,2,xav.miv,xaviv,flash
kapa mita,held,2,gab.mid,gabil,knead
kapa mita,held,2,jab.mid,jabir,legging
kapa mita,held,2,kab.mid,habil,sabotage
kapa mita,held,2,kab.mit,habet,habituate
kapa mita,held,2,kaf.mid,hafid,conserve
kapa mita,held,2,kaf.mid,hafil,encourage
kapa mita,held,2,kap.mid,hapil,appeal
kapa mita,held,2,kap.miz,hapiz,appease
kapa mita,held,2,kav.mid,havid,avid
kapa mita,held,2,kav.mid,kavid,liver
kapa mita,held,2,kav.mis,havis,oblation
kapa mita,held,2,kav.mit,havit,hive
kapa mita,held,2,xab.mis,xabic,cling
kapa muna,held,2,gab.mun,gaboq,gob
kapa muna,held,2,kav.mun,kavon,cavern
kapa muta,held,2,gab.mud,gabol,gobble
kapa muta,held,2,kab.mud,habol,hobble
kapa muta,held,2,kab.mud,habor,abhor
kapa muta,held,2,kab.mud,kabol,cobble
kapa muta,held,2,kab.mus,habus,abuse
kapa muta,held,2,kap.mud,kapor,concave
kapa muta,held,2,kap.mut,hapot,overlap
kapa muta,held,2,kap.mut,kapot,skim
kapa muta,held,2,kap.muz,hapoz,oppose
kapa muta,held,2,kav.mud,kavod,honor/respect
kapa muta,held,2,kav.mut,havot,constitute
kapa muta,held,2,xav.mud,xavol,shovel
kapa nama,held,2,kaf.nam,kafam,however
kapa nita,held,2,kab.nit,habnet,hibernate
kapa nita,held,2,kab.nit,kabnet,cabinet
kapa nuta,held,2,kaf.nut,hafnot,refer
kapa taka,held,2,kab.dak,habdak,abduct
kapa tama,held,2,kab.zam,habz,abstract
kapa tatu,held,2,kap.sat,hapsat,upset
kapa tika,held,2,kab.dix,hablix,abolish
kapa tika,held,2,kav.dix,havrix,brush
kapa tina,held,2,kap.tin,kapten,captain
kapa tita,held,2,kav.diz,havriz,shirk
kapa tupa,held,2,kab.dup,habrop,abrupt
kapa tuta,held,2,kap.sud,hapsod,episode
kata kaku,held,2,kad.jak,hadjak,hijack
kata kama,held,2,gat.xam,gatx,german i vowel sound
kata kama,held,2,kad.jam,hadj,hedge
kata kama,held,2,kas.kam,hask,explore
kata kama,held,2,kat.xam,hatx,hole
kata kama,held,2,xas.kam,xask,ask
kata kana,held,2,kad.jan,hadjan,convince
kata kapa,held,2,kat.kaf,hatkaf,seizure (taking)
kata kata,held,2,kad.gad,hargal,habit
kata kata,held,2,kad.jad,hadjal,agile
kata kata,held,2,kad.jat,hadjat,propel
kata kata,held,2,xat.xat,yatxat,sustain
kata kika,held,2,kad.gix,halgex,allegation
kata kika,held,2,kat.xik,hatxik,hatch
kata kima,held,2,kad.gim,hadgim,demonstrate
kata kima,held,2,kas.kim,haskim,consent
kata kina,held,2,kad.jin,hadjin,adjoin
kata kipa,held,2,kat.xip,katxip,chip (block)
kata kipa,held,2,kat.xiv,hatxiv,achieve
kata kita,held,2,kad.giz,hargiz,irritate
kata kita,held,2,kas.kid,kasked,cascade
kata kita,held,2,kas.kit,hacket,authenticate
kata kita,held,2,kas.kit,haskit,husk
kata kuka,held,2,xat.xuk,xatxuk,sag
kata kuna,held,2,kat.xun,hatxuq,estuary
kata kuta,held,2,kad.gud,halgor,allegory
kata kuta,held,2,kad.jud,kadjul,ashamed
kata kuta,held,2,kat.xud,hatxol,cooperate
kata kuta,held,2,xas.kud,xaskur,ask out
kata maka,held,2,kad.mag,krag,node
kata maka,held,2,kad.mak,hark,arc
kata maka,held,2,kad.mak,kark,quark
kata maka,held,2,kad.mak,klak,clock
kata maka,held,2,kad.mak,krak,crack
kata maka,held,2,kad.mak,halak,law
kata maka,held,2,kad.max,halx,hair
kata maka,held,2,kad.max,krax,crash
kata maka,held,2,kad.max,hadax,lens
kata maka,held,2,kad.max,harax,dull
kata maka,held,2,kat.mak,hatak,attack
kata maka,held,2,xad.mak,xark,society
kata mana,held,2,gad.man,garm,arm
kata mana,held,2,gad.man,glan,glide
kata mana,held,2,kad.man,halm,hue
kata mana,held,2,kad.man,klan,claw
kata mana,held,2,kad.man,kraq,ring (sound)
kata mana,held,2,kad.man,haran,heron
kata mana,held,2,kad.man,karan,car
kata mana,held,2,kas.man,kasan,instant
kata mana,held,2,kaz.man,haCan,announce
kata mana,held,2,kaz.man,hazman,invitation
kata mana,held,2,xad.man,xarm,10^21
kata mana,held,2,xad.man,xalaq,jot
kata mapa,held,2,gad.map,grap,issue
kata mapa,held,2,gad.map,galap,gallop
kata mapa,held,2,gad.mav,glav,glove
kata mapa,held,2,gad.mav,grav,graviton
kata mapa,held,2,gas.mav,gasav,pride
kata mapa,held,2,jad.maf,jalf,j sound
kata mapa,held,2,kad.maf,kraf,comfort
kata mapa,held,2,kad.map,karp,keep
kata mapa,held,2,kad.map,klap,danish a vowel sound
kata mapa,held,2,kad.map,hadap,adapt
kata mapa,held,2,kad.mav,halav,milk
kata mapa,held,2,kas.map,hasap,convect
kata mapa,held,2,xad.mab,xarab,wine
kata mapa,held,2,xad.map,xarp,x sound
kata mapa,held,2,xad.mav,xlav,calculate
kata mapa,held,2,xad.mav,xalav,phase
kata mata,held,2,gad.mad,gard,g sound
kata mata,held,2,gad.mad,grad,grid
kata mata,held,2,gad.mad,gral,foot
kata mata,held,2,gad.mad,gadar,fence
kata mata,held,2,gad.mas,grac,jaw
kata mata,held,2,gad.mas,gras,grass
kata mata,held,2,gad.mas,gadas,lentil
kata mata,held,2,gad.mat,galt,guilt
kata mata,held,2,gad.mat,galat,recite
kata mata,held,2,gad.maz,garaz,lubricate
kata mata,held,2,gas.mad,gacar,affect
kata mata,held,2,kad.mad,hald,elm
kata mata,held,2,kad.mad,hard,hard (vs. soft)
kata mata,held,2,kad.mad,kard,can
kata mata,held,2,kad.mad,klad,cloud
kata mata,held,2,kad.mad,hadal,idle
kata mata,held,2,kad.mad,halal,permissible
kata mata,held,2,kad.mad,harad,arid
kata mata,held,2,kad.mad,haral,convert
kata mata,held,2,kad.mad,harar,mull
kata mata,held,2,kad.mad,kadal,cuddle
kata mata,held,2,kad.mad,kalad,collide
kata mata,held,2,kad.mad,kalal,scour
kata mata,held,2,kad.mad,hadmar,admire
kata mata,held,2,kad.mas,halc,ethnicity
kata mata,held,2,kad.mas,hals,ice
kata mata,held,2,kad.mas,kras,cross
kata mata,held,2,kad.mas,hadas,myrtle
kata mata,held,2,kad.mas,harac,cultivate
kata mata,held,2,kad.mas,haras,grip
kata mata,held,2,kad.mas,karmac,karma
kata mata,held,2,kad.mat,kalt,cult
kata mata,held,2,kad.mat,kart,crown
kata mata,held,2,kad.mat,klat,cat
kata mata,held,2,kad.mat,harat,till
kata mata,held,2,kad.mat,kadat,succumb
kata mata,held,2,kad.maz,kalaz,equalize
kata mata,held,2,kad.maz,karmaz,carve
kata mata,held,2,kas.mad,hasad,aside
kata mata,held,2,kas.mas,kacac,furniture
kata mata,held,2,kas.mat,kasat,allot
kata mata,held,2,kat.mad,hatar,attire
kata mata,held,2,kat.mad,katar,ooze
kata mata,held,2,kaz.mad,kaCal,disposition
kata mata,held,2,kaz.mad,kazar,return at regular intervals
kata mata,held,2,xad.mad,yard,yard (measurement)
kata mata,held,2,xas.mad,xasal,kid
kata mika,held,2,kad.mig,haleg,dial
kata mika,held,2,kad.mig,halig,mock
kata mika,held,2,kad.mig,kalig,colleague
kata mika,held,2,kad.mij,hadij,ideology
kata mika,held,2,kad.mik,klek,click
kata mika,held,2,kad.mik,krek,cake
kata mika,held,2,kad.mik,karik,query
kata mika,held,2,kad.mix,karix,shark
kata mika,held,2,kad.mix,hadmix,admission
kata mika,held,2,kas.mig,hasig,recall
kata mika,held,2,kat.mik,hatik,transfer
kata mika,held,2,kaz.mik,haCik,proficient
kata mika,held,2,xad.mik,xlik,shriek
kata mika,held,2,xad.mik,xadik,pair
kata mika,held,2,xad.mik,yarek,thigh
kata mina,held,2,gad.min,glen,gluon
kata mina,held,2,kad.min,klin,clean
kata mina,held,2,kad.min,kliq,k sound
kata mina,held,2,kad.min,kriq,care
kata mina,held,2,kad.min,halen,highway
kata mina,held,2,kad.min,halin,cushy
kata mina,held,2,kad.min,karin,carry
kata mina,held,2,kas.min,haseq,assay
kata mina,held,2,kas.min,hasin,essay
kata mina,held,2,kat.min,haten,attain
kata mina,held,2,kaz.min,hazmin,invite
kata mina,held,2,xad.min,xadiq,shoddy
kata mipa,held,2,gad.mip,glip,lip
kata mipa,held,2,gad.mip,grep,grape
kata mipa,held,2,gad.miv,griv,grieve
kata mipa,held,2,kad.mif,halif,suit (clothing)
kata mipa,held,2,kad.mif,kalif,successor
kata mipa,held,2,kad.mip,krep,crypto
kata mipa,held,2,kad.mip,hadep,adept
kata mipa,held,2,kad.miv,kliv,cave
kata mipa,held,2,kad.miv,krev,crave
kata mipa,held,2,kad.miv,hariv,expand
kata mipa,held,2,kat.mif,hatif,advocate
kata mipa,held,2,kat.mif,katif,shoulder
kata mipa,held,2,kaz.mif,hazif,frown
kata mipa,held,2,kaz.mif,kaCif,projectile
kata mipa,held,2,xad.miv,xaliv,inspire
kata mipa,held,2,xad.miv,yariv,opponent
kata mita,held,2,gad.mid,gled,lay
kata mita,held,2,gad.mid,gred,grade (score)
kata mita,held,2,gad.mid,gril,case (container)
kata mita,held,2,gad.mis,gres,guess
kata mita,held,2,gad.mit,glet,gate
kata mita,held,2,gad.mit,grit,hello
kata mita,held,2,gad.miz,glez,10^4
kata mita,held,2,jad.mit,jaret,jar
kata mita,held,2,kad.mid,klir,clear
kata mita,held,2,kad.mid,kred,credit
kata mita,held,2,kad.mid,krid,liquid
kata mita,held,2,kad.mid,kadid,helmet
kata mita,held,2,kad.mid,kalil,scarcity
kata mita,held,2,kad.mid,karir,career
kata mita,held,2,kad.mis,klis,nucleus
kata mita,held,2,kad.mis,hadic,news
kata mita,held,2,kad.mis,haris,iris
kata mita,held,2,kad.mis,kares,caress
kata mita,held,2,kad.mit,kret,secret
kata mita,held,2,kad.mit,hadit,audit
kata mita,held,2,kad.mit,halit,haul
kata mita,held,2,kad.mit,kalit,leporidae (hare)
kata mita,held,2,kad.miz,halez,always
kata mita,held,2,kas.mid,hacid,acid
kata mita,held,2,kas.mid,hasid,piety
kata mita,held,2,kas.mid,kacir,viscous
kata mita,held,2,kas.mis,hases,assess
kata mita,held,2,kas.mis,hasis,assist
kata mita,held,2,kat.mit,hatit,pry
kata mita,held,2,kat.miz,hatiC,festival
kata mita,held,2,kat.miz,hatiz,squirt
kata mita,held,2,kaz.mid,haCir,cautious
kata mita,held,2,kaz.mis,kazis,piece
kata mita,held,2,kaz.mit,kazit,facade
kata mita,held,2,xad.mid,yalid,native
kata mita,held,2,xad.mit,yarit,intercept
kata mita,held,2,xas.mid,yasir,arrogant
kata mita,held,2,xat.mid,yatir,obsolete
kata muka,held,2,gad.muk,glok,your
kata muka,held,2,gad.muk,gluk,lick
kata muka,held,2,kad.muk,klok,quick
kata muka,held,2,kad.muk,krok,croak
kata muka,held,2,kad.muk,harok,squeak
kata muka,held,2,kad.muk,kaluk,trout
kata muka,held,2,kad.mux,kalox,dominate
kata muna,held,2,gad.mun,groq,lion
kata muna,held,2,gad.mun,grun,grow
kata muna,held,2,gad.mun,garon,deficit
kata muna,held,2,kad.mun,klun,community
kata muna,held,2,kad.mun,halon,alone
kata muna,held,2,kad.mun,halun,hyena
kata muna,held,2,kad.mun,haron,arrow
kata muna,held,2,kat.mun,haton,hot
kata muna,held,2,kat.mun,katoq,cut
kata muna,held,2,xad.mun,xadon,shadow
kata mupa,held,2,gad.mub,glob,planet
kata mupa,held,2,gad.mup,grup,group (math)
kata mupa,held,2,gad.muv,gruv,rub
kata mupa,held,2,kad.mub,klub,kill
kata mupa,held,2,kad.muf,hadof,repel
kata mupa,held,2,kad.muf,haluf,option
kata mupa,held,2,kas.muf,hasof,expose
kata muta,held,2,gad.mud,glor,glare
kata muta,held,2,gad.mud,gror,growl
kata muta,held,2,gad.mud,garur,delusion
kata muta,held,2,gad.mus,garos,gregarious
kata muta,held,2,gad.mut,glot,goat
kata muta,held,2,gad.mut,grut,grit (strength)
kata muta,held,2,gad.mut,galut,exile
kata muta,held,2,gad.mut,garot,provoke
kata muta,held,2,gat.mud,gator,gutter
kata muta,held,2,gaz.mud,gazol,guzzle
kata muta,held,2,gaz.mud,gazor,geyser
kata muta,held,2,jad.mus,jalus,jealous
kata muta,held,2,jaz.mud,jazur,gossip
kata muta,held,2,kad.mud,klor,color
kata muta,held,2,kad.mud,krol,cull
kata muta,held,2,kad.mud,halud,allude
kata muta,held,2,kad.mud,halur,allure
kata muta,held,2,kad.mud,kadol,coddle
kata muta,held,2,kad.mud,kalor,cower
kata muta,held,2,kad.mud,kalud,collude
kata muta,held,2,kad.mud,halmor,helm
kata muta,held,2,kad.mut,klut,cute
kata muta,held,2,kad.mut,krot,right (vs. wrong)
kata muta,held,2,kad.muz,kloz,close
kata muta,held,2,kad.muz,haroz,arouse
kata muta,held,2,kas.mud,hacor,author
kata muta,held,2,kas.mud,hasol,hustle
kata muta,held,2,kat.mud,kator,cruel
kata muta,held,2,kat.mut,hatot,tilt
kata muta,held,2,kaz.mut,hazot,rave
kata muta,held,2,xad.mud,xadur,shudder
kata muta,held,2,xat.mud,xator,shutter
kata naka,held,2,kad.nak,harnak,purse
kata naka,held,2,xaz.nak,yaCnak,dwindle
kata nama,held,2,gad.nam,gram,gram (measure)
kata nama,held,2,gad.nam,garam,cost
kata nama,held,2,kad.nam,harq,along
kata nama,held,2,kad.nam,kaln,kaon
kata nama,held,2,kad.nam,haram,forbidden/taboo
kata nama,held,2,kas.nam,hasam,placement
kata nama,held,2,xad.nam,yarn,y sound
kata nama,held,2,xas.nam,yacam,kneel
kata napa,held,2,kad.nab,karnab,cauliflower
kata napa,held,2,kad.naf,karnaf,rhino
kata nata,held,2,kad.nad,karnal,kernel
kata nika,held,2,gad.nix,garnix,garnish
kata nima,held,2,gad.nim,grem,grim
kata nima,held,2,gad.nim,galim,embody
kata nima,held,2,gaz.nim,gaCim,magnificent
kata nima,held,2,jad.nim,jalim,jelly
kata nima,held,2,kad.nim,klem,claim
kata nima,held,2,kad.nim,krem,chemical
kata nipa,held,2,kad.niv,karnev,call off
kata nita,held,2,kad.nit,halnet,alternate
kata nita,held,2,kat.nit,katnet,concatenate
kata nita,held,2,xad.nit,yarnet,yarn
kata numa,held,2,gad.num,grum,row
kata numa,held,2,kad.num,klum,cue
kata numa,held,2,kad.num,krom,ohm (measurement)
kata numa,held,2,kad.num,kadom,precede
kata numa,held,2,kad.num,karom,heal
kata numa,held,2,kas.num,hasom,awe
kata numa,held,2,kas.num,hasum,assume
kata numa,held,2,kat.num,hatom,automatic
kata numa,held,2,xad.num,xlum,mushroom
kata numa,held,2,xad.num,xalom,welfare
kata nuta,held,2,gad.nud,garnur,garner
kata pama,held,2,kad.vam,kalv,kelvin
kata pata,held,2,gad.bad,garbal,garble
kata pata,held,2,kad.vas,hadvas,advice
kata pata,held,2,kad.vat,hadvat,non-dual
kata pata,held,2,kad.vat,karvat,market
kata pika,held,2,kad.vik,harvik,whale
kata pika,held,2,kas.pix,haspex,especially
kata pita,held,2,kad.bit,karbet,carbonate
kata puna,held,2,kad.bun,halbon,protein
kata puna,held,2,kad.bun,karbon,carb
kata puna,held,2,kad.vun,halvon,hallow
kata puta,held,2,kad.bud,harbor,harbor
kata puta,held,2,kas.pud,haspur,aspire
kata puta,held,2,kas.put,haspot,expert
kata tama,held,2,gad.zam,garz,again (re-)
kata tama,held,2,kad.zam,halz,hell (emphasize surprise)
kata tama,held,2,kas.tam,kast,cast
kata tama,held,2,kas.tam,kastam,custom
kata tama,held,2,xad.zam,xarz,opposite (anti)
kata tapa,held,2,kat.sap,hatsap,offer
kata tika,held,2,kas.tik,hastek,oust
kata tika,held,2,kas.tik,kastik,caustic
kata tika,held,2,kat.sik,katsek,tip (peak)
kata tika,held,2,kaz.dik,hazrik,inject
kata tina,held,2,gad.zin,garzin,axe
kata tina,held,2,jas.tin,jasten,joust
kata tipa,held,2,kaz.dif,hazlif,sprinkle
kata tuna,held,2,gas.tun,gaston,gust
kata tuna,held,2,kad.zun,hadzon,odds
kata tuta,held,2,kad.zud,harCur,rigorous
kika kuta,held,2,kix.kud,hixkol,cluster
kika mana,held,2,kij.man,kejan,occasion
kika mana,held,2,xik.man,xekan,shake
kika mata,held,2,kix.mad,kixar,knot
kika mata,held,2,xik.mad,yikal,depend
kika mina,held,2,gix.min,gexiq,personality
kika muna,held,2,kij.mun,kijon,cajole
kika muta,held,2,kix.mut,kixut,decorate
kika muta,held,2,xig.mud,xigur,launch
kika puta,held,2,kix.puz,hixpuz,hospital
kima kama,held,2,gim.kam,gik,user
kima kama,held,2,kim.kam,hek,hour
kima kama,held,2,kim.kam,hik,hike
kima kama,held,2,kim.kam,kek,agree
kima kama,held,2,kim.kam,kik,kick
kima kama,held,2,xim.xam,yix,something
kima kama,held,2,xim.xam,xixam,student
kima kana,held,2,kim.kan,hikan,squid
kima kapa,held,2,kim.kab,kikab,maple (tree)
kima kata,held,2,gim.gad,gigal,giggle
kima kata,held,2,kim.gad,higar,eager
kima kata,held,2,kim.gat,hegat,egg
kima kata,held,2,kim.kad,hikal,hall
kima kata,held,2,kim.kad,kikar,plaza
kima kika,held,2,xim.xik,yixik,faintly
kima kina,held,2,xim.xin,yexin,ambition
kima kina,held,2,xim.xin,yixeq,doctor
kima kipa,held,2,kim.kip,hikep,equip
kima kipa,held,2,kim.kip,kekep,harsh
kima kipa,held,2,xim.xiv,yixiv,session
kima kita,held,2,kim.kid,hekir,characteristic
kima kuka,held,2,xim.xuk,xixuk,sparse
kima kuna,held,2,kim.kun,kikuq,finch (bird)
kima kuta,held,2,kim.gut,higot,ego
kima kuta,held,2,kim.guz,higoz,vanish
kima naka,held,2,xim.nak,ximak,shim
kima nata,held,2,kim.nat,himat,emit
kima nika,held,2,kim.nix,himex,emission
kima nuka,held,2,kim.nux,himux,ammunition
kima nuta,held,2,xim.nud,ximor,shimmer
kima paka,held,2,kim.pak,himpak,impact
kima pama,held,2,kim.bam,hembam,embalm
kima pama,held,2,xim.pam,ximp,shrimp (fish)
kima pana,held,2,kim.ban,hemaq,hem
kima pata,held,2,kim.pad,himpal,impale
kima pata,held,2,kim.pas,hempac,empathy
kima puna,held,2,kim.bun,hemun,confidence
kima puna,held,2,xim.bun,ximun,oil
kima tama,held,2,gim.zam,gemz,vowel e sound
kima tama,held,2,xim.zam,ximz,happy
kima tana,held,2,gim.dan,gimlan,benefut
kima tina,held,2,kim.sin,himsiq,invent
kina kama,held,2,kin.kam,heqk,angry
kina kama,held,2,kin.kam,kiqk,10^15
kina kama,held,2,kin.kam,hiqkam,income
kina kama,held,2,xin.kam,yiqk,vowel large I sound
kina kata,held,2,kin.kad,hinkar,inquire
kina kata,held,2,kin.xad,hinxal,initial (beginning)
kina kupa,held,2,kin.kub,hiqkub,incubate
kina kuta,held,2,kin.kud,heqkor,anchor
kina kuta,held,2,kin.kud,hinkor,incur
kina kuta,held,2,xin.kuz,yeqkoC,yank
kina maka,held,2,kin.mak,hinak,enact
kina mana,held,2,kin.man,kenan,canidae
kina mana,held,2,xin.man,xinaq,shank/shin (leg)
kina mana,held,2,xin.man,yinan,murky
kina mana,held,2,xin.man,yiqaq,nutritious
kina mata,held,2,kin.mas,henas,anus
kina mata,held,2,kin.mat,kenat,kin
kina mata,held,2,kin.mat,kinat,louse
kina mipa,held,2,xin.mip,xinip,sheen
kina muka,held,2,xin.mux,yenux,despair
kina muna,held,2,xin.mun,yinoq,application
kina mupa,held,2,kin.muf,hinuf,enough
kina muta,held,2,kin.mus,kenos,rape
kina pama,held,2,kin.bam,kinam,lamentation
kina pana,held,2,xin.ban,yiqban,strain (force)
kina pika,held,2,kin.fik,hinfek,infect
kina pita,held,2,kin.fis,hinfes,interface
kina pita,held,2,kin.vit,hinvet,innovate
kina puka,held,2,kin.vuk,hinvok,invoke
kina puna,held,2,kin.vun,heqvun,hang on
kina puta,held,2,kin.fud,hinfur,infer
kina puta,held,2,kin.vus,hinvos,invoice
kina puta,held,2,xin.fud,yiqful,cope
kina taka,held,2,kin.dak,hindak,induct
kina tama,held,2,kin.tam,hint,hint
kina tana,held,2,kin.dan,hinlaq,inlay
kina tapa,held,2,kin.sab,hinsab,inhabit
kina tatu,held,2,gin.zad,geqzal,worse
kina tatu,held,2,kin.sad,hinsal,inhale
kina tatu,held,2,kin.tas,hentas,entice
kina tika,held,2,kin.dik,henrik,henry (measurement)
kina tina,held,2,kin.din,kendiq,approve
kina tina,held,2,kin.tin,hinten,intend
kina tuta,held,2,kin.dus,hendus,induce
kina tuta,held,2,kin.sud,heqsur,hang out
kipa maka,held,2,kib.max,hibax,bash
kipa mana,held,2,kip.man,hipan,hip
kipa mana,held,2,kip.man,kipan,ghast
kipa mapa,held,2,xiv.mav,xivav,chip (like computing)
kipa mata,held,2,gip.mad,gepar,scold
kipa mata,held,2,kif.mad,kifal,crease
kipa mata,held,2,kip.mad,kepal,capable
kipa mata,held,2,kiv.mad,hivad,slave
kipa mata,held,2,kiv.mad,kival,isolation
kipa mata,held,2,kiv.mad,kivar,quiver (shake)
kipa mika,held,2,kiv.mik,hivik,heave
kipa mina,held,2,giv.min,gevin,cheese
kipa mina,held,2,kip.min,hepin,hippie
kipa mita,held,2,kib.mit,hibit,inhibit
kipa mita,held,2,kib.mit,kebit,evil
kipa mita,held,2,kiv.miz,heviz,aves (birds)
kipa mita,held,2,xiv.miz,xeviz,shave
kipa muka,held,2,gib.mux,gibux,consolidate
kipa muka,held,2,kib.muk,hibuk,hug
kipa muka,held,2,kiv.muk,hivok,evoke
kipa muka,held,2,kiv.mux,hivux,rustle
kipa muta,held,2,gib.mud,gibor,hero
kipa muta,held,2,kib.mud,kibol,quibble
kipa muta,held,2,kif.muz,hifuz,effusion
kipa muta,held,2,kip.mud,hipul,impel
kipa muta,held,2,kip.mud,kipod,hedgehog
kipa muta,held,2,kiv.mud,hevor,behavior
kipa muta,held,2,kiv.mud,kevur,grave
kipa muta,held,2,xip.mud,xepol,shape
kipa muta,held,2,xip.mud,xipur,improve
kipa tama,held,2,kip.sam,heps,ape
kipa tama,held,2,xif.tam,xift,shift
kipa tatu,held,2,kip.taz,hiptaz,hypnotize
kita kama,held,2,kid.jam,hedj,age
kita kama,held,2,kid.jam,hidj,polyhedron
kita kama,held,2,kid.jam,kedj,accept
kita kama,held,2,kit.xam,hetxam,yawn
kita kama,held,2,kit.xam,kitxam,kitchen
kita kana,held,2,xid.jan,yedjan,nocturnal
kita kapa,held,2,kit.kaf,hitkaf,spasm
