word,shape,onset,vowel,coda
jark,CVCC,j,a,rk
jars,CVCC,j,a,rs
jarz,CVCC,j,a,rz
jarv,CVCC,j,a,rv
jarf,CVCC,j,a,rf
jald,CVCC,j,a,ld
jalb,CVCC,j,a,lb
jalp,CVCC,j,a,lp
jalt,CVCC,j,a,lt
jalk,CVCC,j,a,lk
jals,CVCC,j,a,ls
jalz,CVCC,j,a,lz
jalv,CVCC,j,a,lv
jalf,CVCC,j,a,lf
jalc,CVCC,j,a,lc
jomp,CVCC,j,o,mp
jond,CVCC,j,o,nd
jont,CVCC,j,o,nt
joqk,CVCC,j,o,qk
jogz,CVCC,j,o,gz
jodz,CVCC,j,o,dz
jodj,CVCC,j,o,dj
jobz,CVCC,j,o,bz
jops,CVCC,j,o,ps
jots,CVCC,j,o,ts
jotx,CVCC,j,o,tx
joks,CVCC,j,o,ks
josp,CVCC,j,o,sp
jost,CVCC,j,o,st
josk,CVCC,j,o,sk
joft,CVCC,j,o,ft
jorg,CVCC,j,o,rg
jord,CVCC,j,o,rd
jorb,CVCC,j,o,rb
jorp,CVCC,j,o,rp
jort,CVCC,j,o,rt
jork,CVCC,j,o,rk
jors,CVCC,j,o,rs
jorz,CVCC,j,o,rz
jorv,CVCC,j,o,rv
jorf,CVCC,j,o,rf
jold,CVCC,j,o,ld
jolb,CVCC,j,o,lb
jolp,CVCC,j,o,lp
jolt,CVCC,j,o,lt
jolk,CVCC,j,o,lk
jols,CVCC,j,o,ls
jolz,CVCC,j,o,lz
jolv,CVCC,j,o,lv
jolf,CVCC,j,o,lf
jolc,CVCC,j,o,lc
jump,CVCC,j,u,mp
jund,CVCC,j,u,nd
junt,CVCC,j,u,nt
juqk,CVCC,j,u,qk
jugz,CVCC,j,u,gz
judz,CVCC,j,u,dz
judj,CVCC,j,u,dj
jubz,CVCC,j,u,bz
jups,CVCC,j,u,ps
juts,CVCC,j,u,ts
jutx,CVCC,j,u,tx
juks,CVCC,j,u,ks
jusp,CVCC,j,u,sp
just,CVCC,j,u,st
jusk,CVCC,j,u,sk
juft,CVCC,j,u,ft
jurg,CVCC,j,u,rg
jurd,CVCC,j,u,rd
jurb,CVCC,j,u,rb
jurp,CVCC,j,u,rp
jurt,CVCC,j,u,rt
jurk,CVCC,j,u,rk
jurs,CVCC,j,u,rs
jurz,CVCC,j,u,rz
jurv,CVCC,j,u,rv
jurf,CVCC,j,u,rf
juld,CVCC,j,u,ld
julb,CVCC,j,u,lb
julp,CVCC,j,u,lp
jult,CVCC,j,u,lt
julk,CVCC,j,u,lk
juls,CVCC,j,u,ls
julz,CVCC,j,u,lz
julv,CVCC,j,u,lv
julf,CVCC,j,u,lf
julc,CVCC,j,u,lc
Cimp,CVCC,C,i,mp
Cind,CVCC,C,i,nd
Cint,CVCC,C,i,nt
Ciqk,CVCC,C,i,qk
Cigz,CVCC,C,i,gz
Cidz,CVCC,C,i,dz
Cidj,CVCC,C,i,dj
Cibz,CVCC,C,i,bz
Cips,CVCC,C,i,ps
Cits,CVCC,C,i,ts
Citx,CVCC,C,i,tx
Ciks,CVCC,C,i,ks
Cisp,CVCC,C,i,sp
Cist,CVCC,C,i,st
Cisk,CVCC,C,i,sk
Cift,CVCC,C,i,ft
Cemp,CVCC,C,e,mp
Cend,CVCC,C,e,nd
Cent,CVCC,C,e,nt
Ceqk,CVCC,C,e,qk
Cegz,CVCC,C,e,gz
Cedz,CVCC,C,e,dz
Cedj,CVCC,C,e,dj
Cebz,CVCC,C,e,bz
Ceps,CVCC,C,e,ps
Cets,CVCC,C,e,ts
Cetx,CVCC,C,e,tx
Ceks,CVCC,C,e,ks
Cesp,CVCC,C,e,sp
Cest,CVCC,C,e,st
Cesk,CVCC,C,e,sk
Ceft,CVCC,C,e,ft
Camp,CVCC,C,a,mp
Cand,CVCC,C,a,nd
Cant,CVCC,C,a,nt
Caqk,CVCC,C,a,qk
Cagz,CVCC,C,a,gz
Cadz,CVCC,C,a,dz
Cadj,CVCC,C,a,dj
Cabz,CVCC,C,a,bz
Caps,CVCC,C,a,ps
Cats,CVCC,C,a,ts
Catx,CVCC,C,a,tx
Caks,CVCC,C,a,ks
Casp,CVCC,C,a,sp
Cast,CVCC,C,a,st
Cask,CVCC,C,a,sk
Caft,CVCC,C,a,ft
Carg,CVCC,C,a,rg
Card,CVCC,C,a,rd
Carb,CVCC,C,a,rb
Carp,CVCC,C,a,rp
Cart,CVCC,C,a,rt
Cark,CVCC,C,a,rk
Cars,CVCC,C,a,rs
Carz,CVCC,C,a,rz
Carv,CVCC,C,a,rv
Carf,CVCC,C,a,rf
Cald,CVCC,C,a,ld
Calb,CVCC,C,a,lb
Calp,CVCC,C,a,lp
Calt,CVCC,C,a,lt
Calk,CVCC,C,a,lk
Cals,CVCC,C,a,ls
Calz,CVCC,C,a,lz
Calv,CVCC,C,a,lv
Calf,CVCC,C,a,lf
Calc,CVCC,C,a,lc
Comp,CVCC,C,o,mp
Cond,CVCC,C,o,nd
Cont,CVCC,C,o,nt
Coqk,CVCC,C,o,qk
Cogz,CVCC,C,o,gz
Codz,CVCC,C,o,dz
Codj,CVCC,C,o,dj
Cobz,CVCC,C,o,bz
Cops,CVCC,C,o,ps
Cots,CVCC,C,o,ts
Cotx,CVCC,C,o,tx
Coks,CVCC,C,o,ks
Cosp,CVCC,C,o,sp
Cost,CVCC,C,o,st
Cosk,CVCC,C,o,sk
Coft,CVCC,C,o,ft
Corg,CVCC,C,o,rg
Cord,CVCC,C,o,rd
Corb,CVCC,C,o,rb
Corp,CVCC,C,o,rp
Cort,CVCC,C,o,rt
Cork,CVCC,C,o,rk
Cors,CVCC,C,o,rs
Corz,CVCC,C,o,rz
Corv,CVCC,C,o,rv
Corf,CVCC,C,o,rf
Cold,CVCC,C,o,ld
Colb,CVCC,C,o,lb
Colp,CVCC,C,o,lp
Colt,CVCC,C,o,lt
Colk,CVCC,C,o,lk
Cols,CVCC,C,o,ls
Colz,CVCC,C,o,lz
Colv,CVCC,C,o,lv
Colf,CVCC,C,o,lf
Colc,CVCC,C,o,lc
Cump,CVCC,C,u,mp
Cund,CVCC,C,u,nd
Cunt,CVCC,C,u,nt
Cuqk,CVCC,C,u,qk
Cugz,CVCC,C,u,gz
Cudz,CVCC,C,u,dz
Cudj,CVCC,C,u,dj
Cubz,CVCC,C,u,bz
Cups,CVCC,C,u,ps
Cuts,CVCC,C,u,ts
Cutx,CVCC,C,u,tx
Cuks,CVCC,C,u,ks
Cusp,CVCC,C,u,sp
Cust,CVCC,C,u,st
Cusk,CVCC,C,u,sk
Cuft,CVCC,C,u,ft
Curg,CVCC,C,u,rg
Curd,CVCC,C,u,rd
Curb,CVCC,C,u,rb
Curp,CVCC,C,u,rp
Curt,CVCC,C,u,rt
Curk,CVCC,C,u,rk
Curs,CVCC,C,u,rs
Curz,CVCC,C,u,rz
Curv,CVCC,C,u,rv
Curf,CVCC,C,u,rf
Culd,CVCC,C,u,ld
Culb,CVCC,C,u,lb
Culp,CVCC,C,u,lp
Cult,CVCC,C,u,lt
Culk,CVCC,C,u,lk
Culs,CVCC,C,u,ls
Culz,CVCC,C,u,lz
Culv,CVCC,C,u,lv
Culf,CVCC,C,u,lf
Culc,CVCC,C,u,lc
cimp,CVCC,c,i,mp
cind,CVCC,c,i,nd
cint,CVCC,c,i,nt
ciqk,CVCC,c,i,qk
cigz,CVCC,c,i,gz
cidz,CVCC,c,i,dz
cidj,CVCC,c,i,dj
cibz,CVCC,c,i,bz
cips,CVCC,c,i,ps
cits,CVCC,c,i,ts
citx,CVCC,c,i,tx
ciks,CVCC,c,i,ks
cisp,CVCC,c,i,sp
cist,CVCC,c,i,st
cisk,CVCC,c,i,sk
cift,CVCC,c,i,ft
cemp,CVCC,c,e,mp
cend,CVCC,c,e,nd
cent,CVCC,c,e,nt
ceqk,CVCC,c,e,qk
cegz,CVCC,c,e,gz
cedz,CVCC,c,e,dz
cedj,CVCC,c,e,dj
cebz,CVCC,c,e,bz
ceps,CVCC,c,e,ps
cets,CVCC,c,e,ts
cetx,CVCC,c,e,tx
ceks,CVCC,c,e,ks
cesp,CVCC,c,e,sp
cest,CVCC,c,e,st
cesk,CVCC,c,e,sk
ceft,CVCC,c,e,ft
camp,CVCC,c,a,mp
cand,CVCC,c,a,nd
cant,CVCC,c,a,nt
caqk,CVCC,c,a,qk
cagz,CVCC,c,a,gz
cadz,CVCC,c,a,dz
cadj,CVCC,c,a,dj
cabz,CVCC,c,a,bz
caps,CVCC,c,a,ps
cats,CVCC,c,a,ts
catx,CVCC,c,a,tx
caks,CVCC,c,a,ks
casp,CVCC,c,a,sp
cast,CVCC,c,a,st
cask,CVCC,c,a,sk
caft,CVCC,c,a,ft
carg,CVCC,c,a,rg
card,CVCC,c,a,rd
carb,CVCC,c,a,rb
carp,CVCC,c,a,rp
cart,CVCC,c,a,rt
cark,CVCC,c,a,rk
cars,CVCC,c,a,rs
carz,CVCC,c,a,rz
carv,CVCC,c,a,rv
carf,CVCC,c,a,rf
cald,CVCC,c,a,ld
calb,CVCC,c,a,lb
calp,CVCC,c,a,lp
calt,CVCC,c,a,lt
calk,CVCC,c,a,lk
cals,CVCC,c,a,ls
calz,CVCC,c,a,lz
calv,CVCC,c,a,lv
calf,CVCC,c,a,lf
calc,CVCC,c,a,lc
comp,CVCC,c,o,mp
cond,CVCC,c,o,nd
cont,CVCC,c,o,nt
coqk,CVCC,c,o,qk
cogz,CVCC,c,o,gz
codz,CVCC,c,o,dz
codj,CVCC,c,o,dj
cobz,CVCC,c,o,bz
cops,CVCC,c,o,ps
cots,CVCC,c,o,ts
cotx,CVCC,c,o,tx
coks,CVCC,c,o,ks
cosp,CVCC,c,o,sp
cost,CVCC,c,o,st
cosk,CVCC,c,o,sk
coft,CVCC,c,o,ft
corg,CVCC,c,o,rg
cord,CVCC,c,o,rd
corb,CVCC,c,o,rb
corp,CVCC,c,o,rp
cort,CVCC,c,o,rt
cork,CVCC,c,o,rk
cors,CVCC,c,o,rs
corz,CVCC,c,o,rz
corv,CVCC,c,o,rv
corf,CVCC,c,o,rf
cold,CVCC,c,o,ld
colb,CVCC,c,o,lb
colp,CVCC,c,o,lp
colt,CVCC,c,o,lt
colk,CVCC,c,o,lk
cols,CVCC,c,o,ls
colz,CVCC,c,o,lz
colv,CVCC,c,o,lv
colf,CVCC,c,o,lf
colc,CVCC,c,o,lc
cump,CVCC,c,u,mp
cund,CVCC,c,u,nd
cunt,CVCC,c,u,nt
cuqk,CVCC,c,u,qk
cugz,CVCC,c,u,gz
cudz,CVCC,c,u,dz
cudj,CVCC,c,u,dj
cubz,CVCC,c,u,bz
cups,CVCC,c,u,ps
cuts,CVCC,c,u,ts
cutx,CVCC,c,u,tx
cuks,CVCC,c,u,ks
cusp,CVCC,c,u,sp
cust,CVCC,c,u,st
cusk,CVCC,c,u,sk
cuft,CVCC,c,u,ft
curg,CVCC,c,u,rg
curd,CVCC,c,u,rd
curb,CVCC,c,u,rb
curp,CVCC,c,u,rp
curt,CVCC,c,u,rt
curk,CVCC,c,u,rk
curs,CVCC,c,u,rs
curz,CVCC,c,u,rz
curv,CVCC,c,u,rv
curf,CVCC,c,u,rf
culd,CVCC,c,u,ld
culb,CVCC,c,u,lb
culp,CVCC,c,u,lp
cult,CVCC,c,u,lt
culk,CVCC,c,u,lk
culs,CVCC,c,u,ls
culz,CVCC,c,u,lz
culv,CVCC,c,u,lv
culf,CVCC,c,u,lf
culc,CVCC,c,u,lc
yimp,CVCC,y,i,mp
yind,CVCC,y,i,nd
yint,CVCC,y,i,nt
yiqk,CVCC,y,i,qk
yigz,CVCC,y,i,gz
yidz,CVCC,y,i,dz
yidj,CVCC,y,i,dj
yibz,CVCC,y,i,bz
yips,CVCC,y,i,ps
yits,CVCC,y,i,ts
yitx,CVCC,y,i,tx
yiks,CVCC,y,i,ks
yisp,CVCC,y,i,sp
yist,CVCC,y,i,st
yisk,CVCC,y,i,sk
yift,CVCC,y,i,ft
yemp,CVCC,y,e,mp
yend,CVCC,y,e,nd
yent,CVCC,y,e,nt
yeqk,CVCC,y,e,qk
yegz,CVCC,y,e,gz
yedz,CVCC,y,e,dz
yedj,CVCC,y,e,dj
yebz,CVCC,y,e,bz
yeps,CVCC,y,e,ps
yets,CVCC,y,e,ts
yetx,CVCC,y,e,tx
yeks,CVCC,y,e,ks
yesp,CVCC,y,e,sp
yest,CVCC,y,e,st
yesk,CVCC,y,e,sk
yeft,CVCC,y,e,ft
yamp,CVCC,y,a,mp
yand,CVCC,y,a,nd
yant,CVCC,y,a,nt
yaqk,CVCC,y,a,qk
yagz,CVCC,y,a,gz
yadz,CVCC,y,a,dz
yadj,CVCC,y,a,dj
yabz,CVCC,y,a,bz
yaps,CVCC,y,a,ps
yats,CVCC,y,a,ts
yatx,CVCC,y,a,tx
yaks,CVCC,y,a,ks
yasp,CVCC,y,a,sp
yast,CVCC,y,a,st
yask,CVCC,y,a,sk
yaft,CVCC,y,a,ft
yarg,CVCC,y,a,rg
yard,CVCC,y,a,rd
yarb,CVCC,y,a,rb
yarp,CVCC,y,a,rp
yart,CVCC,y,a,rt
yark,CVCC,y,a,rk
yars,CVCC,y,a,rs
yarz,CVCC,y,a,rz
yarv,CVCC,y,a,rv
yarf,CVCC,y,a,rf
yald,CVCC,y,a,ld
yalb,CVCC,y,a,lb
yalp,CVCC,y,a,lp
yalt,CVCC,y,a,lt
yalk,CVCC,y,a,lk
yals,CVCC,y,a,ls
yalz,CVCC,y,a,lz
yalv,CVCC,y,a,lv
yalf,CVCC,y,a,lf
yalc,CVCC,y,a,lc
yomp,CVCC,y,o,mp
yond,CVCC,y,o,nd
yont,CVCC,y,o,nt
yoqk,CVCC,y,o,qk
yogz,CVCC,y,o,gz
yodz,CVCC,y,o,dz
yodj,CVCC,y,o,dj
yobz,CVCC,y,o,bz
yops,CVCC,y,o,ps
yots,CVCC,y,o,ts
yotx,CVCC,y,o,tx
yoks,CVCC,y,o,ks
yosp,CVCC,y,o,sp
yost,CVCC,y,o,st
yosk,CVCC,y,o,sk
yoft,CVCC,y,o,ft
yorg,CVCC,y,o,rg
yord,CVCC,y,o,rd
yorb,CVCC,y,o,rb
yorp,CVCC,y,o,rp
yort,CVCC,y,o,rt
york,CVCC,y,o,rk
yors,CVCC,y,o,rs
yorz,CVCC,y,o,rz
yorv,CVCC,y,o,rv
yorf,CVCC,y,o,rf
yold,CVCC,y,o,ld
yolb,CVCC,y,o,lb
yolp,CVCC,y,o,lp
yolt,CVCC,y,o,lt
yolk,CVCC,y,o,lk
yols,CVCC,y,o,ls
yolz,CVCC,y,o,lz
yolv,CVCC,y,o,lv
yolf,CVCC,y,o,lf
yolc,CVCC,y,o,lc
yump,CVCC,y,u,mp
yund,CVCC,y,u,nd
yunt,CVCC,y,u,nt
yuqk,CVCC,y,u,qk
yugz,CVCC,y,u,gz
yudz,CVCC,y,u,dz
yudj,CVCC,y,u,dj
yubz,CVCC,y,u,bz
yups,CVCC,y,u,ps
yuts,CVCC,y,u,ts
yutx,CVCC,y,u,tx
yuks,CVCC,y,u,ks
yusp,CVCC,y,u,sp
yust,CVCC,y,u,st
yusk,CVCC,y,u,sk
yuft,CVCC,y,u,ft
yurg,CVCC,y,u,rg
yurd,CVCC,y,u,rd
yurb,CVCC,y,u,rb
yurp,CVCC,y,u,rp
yurt,CVCC,y,u,rt
yurk,CVCC,y,u,rk
yurs,CVCC,y,u,rs
yurz,CVCC,y,u,rz
yurv,CVCC,y,u,rv
yurf,CVCC,y,u,rf
yuld,CVCC,y,u,ld
yulb,CVCC,y,u,lb
yulp,CVCC,y,u,lp
yult,CVCC,y,u,lt
yulk,CVCC,y,u,lk
yuls,CVCC,y,u,ls
yulz,CVCC,y,u,lz
yulv,CVCC,y,u,lv
yulf,CVCC,y,u,lf
yulc,CVCC,y,u,lc
rimp,CVCC,r,i,mp
rind,CVCC,r,i,nd
rint,CVCC,r,i,nt
riqk,CVCC,r,i,qk
rigz,CVCC,r,i,gz
ridz,CVCC,r,i,dz
ridj,CVCC,r,i,dj
ribz,CVCC,r,i,bz
rips,CVCC,r,i,ps
rits,CVCC,r,i,ts
ritx,CVCC,r,i,tx
riks,CVCC,r,i,ks
risp,CVCC,r,i,sp
rist,CVCC,r,i,st
risk,CVCC,r,i,sk
rift,CVCC,r,i,ft
remp,CVCC,r,e,mp
rend,CVCC,r,e,nd
rent,CVCC,r,e,nt
reqk,CVCC,r,e,qk
regz,CVCC,r,e,gz
redz,CVCC,r,e,dz
redj,CVCC,r,e,dj
rebz,CVCC,r,e,bz
reps,CVCC,r,e,ps
rets,CVCC,r,e,ts
retx,CVCC,r,e,tx
reks,CVCC,r,e,ks
resp,CVCC,r,e,sp
rest,CVCC,r,e,st
resk,CVCC,r,e,sk
reft,CVCC,r,e,ft
ramp,CVCC,r,a,mp
rand,CVCC,r,a,nd
rant,CVCC,r,a,nt
raqk,CVCC,r,a,qk
ragz,CVCC,r,a,gz
radz,CVCC,r,a,dz
radj,CVCC,r,a,dj
rabz,CVCC,r,a,bz
raps,CVCC,r,a,ps
rats,CVCC,r,a,ts
ratx,CVCC,r,a,tx
raks,CVCC,r,a,ks
rasp,CVCC,r,a,sp
rast,CVCC,r,a,st
rask,CVCC,r,a,sk
raft,CVCC,r,a,ft
rarg,CVCC,r,a,rg
rard,CVCC,r,a,rd
rarb,CVCC,r,a,rb
rarp,CVCC,r,a,rp
rart,CVCC,r,a,rt
rark,CVCC,r,a,rk
rars,CVCC,r,a,rs
rarz,CVCC,r,a,rz
rarv,CVCC,r,a,rv
rarf,CVCC,r,a,rf
rald,CVCC,r,a,ld
ralb,CVCC,r,a,lb
ralp,CVCC,r,a,lp
ralt,CVCC,r,a,lt
ralk,CVCC,r,a,lk
rals,CVCC,r,a,ls
ralz,CVCC,r,a,lz
ralv,CVCC,r,a,lv
ralf,CVCC,r,a,lf
ralc,CVCC,r,a,lc
romp,CVCC,r,o,mp
rond,CVCC,r,o,nd
ront,CVCC,r,o,nt
roqk,CVCC,r,o,qk
rogz,CVCC,r,o,gz
rodz,CVCC,r,o,dz
rodj,CVCC,r,o,dj
robz,CVCC,r,o,bz
rops,CVCC,r,o,ps
rots,CVCC,r,o,ts
rotx,CVCC,r,o,tx
roks,CVCC,r,o,ks
rosp,CVCC,r,o,sp
rost,CVCC,r,o,st
rosk,CVCC,r,o,sk
roft,CVCC,r,o,ft
rorg,CVCC,r,o,rg
rord,CVCC,r,o,rd
rorb,CVCC,r,o,rb
rorp,CVCC,r,o,rp
rort,CVCC,r,o,rt
rork,CVCC,r,o,rk
rors,CVCC,r,o,rs
rorz,CVCC,r,o,rz
rorv,CVCC,r,o,rv
rorf,CVCC,r,o,rf
rold,CVCC,r,o,ld
rolb,CVCC,r,o,lb
rolp,CVCC,r,o,lp
rolt,CVCC,r,o,lt
rolk,CVCC,r,o,lk
rols,CVCC,r,o,ls
rolz,CVCC,r,o,lz
rolv,CVCC,r,o,lv
rolf,CVCC,r,o,lf
rolc,CVCC,r,o,lc
rump,CVCC,r,u,mp
rund,CVCC,r,u,nd
runt,CVCC,r,u,nt
ruqk,CVCC,r,u,qk
rugz,CVCC,r,u,gz
rudz,CVCC,r,u,dz
rudj,CVCC,r,u,dj
rubz,CVCC,r,u,bz
rups,CVCC,r,u,ps
ruts,CVCC,r,u,ts
rutx,CVCC,r,u,tx
ruks,CVCC,r,u,ks
rusp,CVCC,r,u,sp
rust,CVCC,r,u,st
rusk,CVCC,r,u,sk
ruft,CVCC,r,u,ft
rurg,CVCC,r,u,rg
rurd,CVCC,r,u,rd
rurb,CVCC,r,u,rb
rurp,CVCC,r,u,rp
rurt,CVCC,r,u,rt
rurk,CVCC,r,u,rk
rurs,CVCC,r,u,rs
rurz,CVCC,r,u,rz
rurv,CVCC,r,u,rv
rurf,CVCC,r,u,rf
ruld,CVCC,r,u,ld
rulb,CVCC,r,u,lb
rulp,CVCC,r,u,lp
rult,CVCC,r,u,lt
rulk,CVCC,r,u,lk
ruls,CVCC,r,u,ls
rulz,CVCC,r,u,lz
rulv,CVCC,r,u,lv
rulf,CVCC,r,u,lf
rulc,CVCC,r,u,lc
limp,CVCC,l,i,mp
lind,CVCC,l,i,nd
lint,CVCC,l,i,nt
liqk,CVCC,l,i,qk
ligz,CVCC,l,i,gz
lidz,CVCC,l,i,dz
lidj,CVCC,l,i,dj
libz,CVCC,l,i,bz
lips,CVCC,l,i,ps
lits,CVCC,l,i,ts
litx,CVCC,l,i,tx
liks,CVCC,l,i,ks
lisp,CVCC,l,i,sp
list,CVCC,l,i,st
lisk,CVCC,l,i,sk
lift,CVCC,l,i,ft
lemp,CVCC,l,e,mp
lend,CVCC,l,e,nd
lent,CVCC,l,e,nt
leqk,CVCC,l,e,qk
legz,CVCC,l,e,gz
ledz,CVCC,l,e,dz
ledj,CVCC,l,e,dj
lebz,CVCC,l,e,bz
leps,CVCC,l,e,ps
lets,CVCC,l,e,ts
letx,CVCC,l,e,tx
leks,CVCC,l,e,ks
lesp,CVCC,l,e,sp
lest,CVCC,l,e,st
lesk,CVCC,l,e,sk
left,CVCC,l,e,ft
lamp,CVCC,l,a,mp
land,CVCC,l,a,nd
lant,CVCC,l,a,nt
laqk,CVCC,l,a,qk
lagz,CVCC,l,a,gz
ladz,CVCC,l,a,dz
ladj,CVCC,l,a,dj
labz,CVCC,l,a,bz
laps,CVCC,l,a,ps
lats,CVCC,l,a,ts
latx,CVCC,l,a,tx
laks,CVCC,l,a,ks
lasp,CVCC,l,a,sp
last,CVCC,l,a,st
lask,CVCC,l,a,sk
laft,CVCC,l,a,ft
larg,CVCC,l,a,rg
lard,CVCC,l,a,rd
larb,CVCC,l,a,rb
larp,CVCC,l,a,rp
lart,CVCC,l,a,rt
lark,CVCC,l,a,rk
lars,CVCC,l,a,rs
larz,CVCC,l,a,rz
larv,CVCC,l,a,rv
larf,CVCC,l,a,rf
lald,CVCC,l,a,ld
lalb,CVCC,l,a,lb
lalp,CVCC,l,a,lp
lalt,CVCC,l,a,lt
lalk,CVCC,l,a,lk
lals,CVCC,l,a,ls
lalz,CVCC,l,a,lz
lalv,CVCC,l,a,lv
lalf,CVCC,l,a,lf
lalc,CVCC,l,a,lc
lomp,CVCC,l,o,mp
lond,CVCC,l,o,nd
lont,CVCC,l,o,nt
loqk,CVCC,l,o,qk
logz,CVCC,l,o,gz
lodz,CVCC,l,o,dz
lodj,CVCC,l,o,dj
lobz,CVCC,l,o,bz
lops,CVCC,l,o,ps
lots,CVCC,l,o,ts
lotx,CVCC,l,o,tx
loks,CVCC,l,o,ks
losp,CVCC,l,o,sp
lost,CVCC,l,o,st
losk,CVCC,l,o,sk
loft,CVCC,l,o,ft
lorg,CVCC,l,o,rg
lord,CVCC,l,o,rd
lorb,CVCC,l,o,rb
lorp,CVCC,l,o,rp
lort,CVCC,l,o,rt
lork,CVCC,l,o,rk
lors,CVCC,l,o,rs
lorz,CVCC,l,o,rz
lorv,CVCC,l,o,rv
lorf,CVCC,l,o,rf
lold,CVCC,l,o,ld
lolb,CVCC,l,o,lb
lolp,CVCC,l,o,lp
lolt,CVCC,l,o,lt
lolk,CVCC,l,o,lk
lols,CVCC,l,o,ls
lolz,CVCC,l,o,lz
lolv,CVCC,l,o,lv
lolf,CVCC,l,o,lf
lolc,CVCC,l,o,lc
lump,CVCC,l,u,mp
lund,CVCC,l,u,nd
lunt,CVCC,l,u,nt
luqk,CVCC,l,u,qk
lugz,CVCC,l,u,gz
ludz,CVCC,l,u,dz
ludj,CVCC,l,u,dj
lubz,CVCC,l,u,bz
lups,CVCC,l,u,ps
luts,CVCC,l,u,ts
lutx,CVCC,l,u,tx
luks,CVCC,l,u,ks
lusp,CVCC,l,u,sp
lust,CVCC,l,u,st
lusk,CVCC,l,u,sk
luft,CVCC,l,u,ft
lurg,CVCC,l,u,rg
lurd,CVCC,l,u,rd
lurb,CVCC,l,u,rb
lurp,CVCC,l,u,rp
lurt,CVCC,l,u,rt
lurk,CVCC,l,u,rk
lurs,CVCC,l,u,rs
lurz,CVCC,l,u,rz
lurv,CVCC,l,u,rv
lurf,CVCC,l,u,rf
luld,CVCC,l,u,ld
lulb,CVCC,l,u,lb
lulp,CVCC,l,u,lp
lult,CVCC,l,u,lt
lulk,CVCC,l,u,lk
luls,CVCC,l,u,ls
lulz,CVCC,l,u,lz
lulv,CVCC,l,u,lv
lulf,CVCC,l,u,lf
lulc,CVCC,l,u,lc
wimp,CVCC,w,i,mp
wind,CVCC,w,i,nd
wint,CVCC,w,i,nt
wiqk,CVCC,w,i,qk
wigz,CVCC,w,i,gz
widz,CVCC,w,i,dz
widj,CVCC,w,i,dj
wibz,CVCC,w,i,bz
wips,CVCC,w,i,ps
wits,CVCC,w,i,ts
witx,CVCC,w,i,tx
wiks,CVCC,w,i,ks
wisp,CVCC,w,i,sp
wist,CVCC,w,i,st
wisk,CVCC,w,i,sk
wift,CVCC,w,i,ft
wemp,CVCC,w,e,mp
wend,CVCC,w,e,nd
went,CVCC,w,e,nt
weqk,CVCC,w,e,qk
wegz,CVCC,w,e,gz
wedz,CVCC,w,e,dz
wedj,CVCC,w,e,dj
webz,CVCC,w,e,bz
weps,CVCC,w,e,ps
wets,CVCC,w,e,ts
wetx,CVCC,w,e,tx
weks,CVCC,w,e,ks
wesp,CVCC,w,e,sp
west,CVCC,w,e,st
wesk,CVCC,w,e,sk
weft,CVCC,w,e,ft
wamp,CVCC,w,a,mp
wand,CVCC,w,a,nd
want,CVCC,w,a,nt
waqk,CVCC,w,a,qk
wagz,CVCC,w,a,gz
wadz,CVCC,w,a,dz
wadj,CVCC,w,a,dj
wabz,CVCC,w,a,bz
waps,CVCC,w,a,ps
wats,CVCC,w,a,ts
watx,CVCC,w,a,tx
waks,CVCC,w,a,ks
wasp,CVCC,w,a,sp
wast,CVCC,w,a,st
wask,CVCC,w,a,sk
waft,CVCC,w,a,ft
warg,CVCC,w,a,rg
ward,CVCC,w,a,rd
warb,CVCC,w,a,rb
warp,CVCC,w,a,rp
wart,CVCC,w,a,rt
wark,CVCC,w,a,rk
wars,CVCC,w,a,rs
warz,CVCC,w,a,rz
warv,CVCC,w,a,rv
warf,CVCC,w,a,rf
wald,CVCC,w,a,ld
walb,CVCC,w,a,lb
walp,CVCC,w,a,lp
walt,CVCC,w,a,lt
walk,CVCC,w,a,lk
wals,CVCC,w,a,ls
walz,CVCC,w,a,lz
walv,CVCC,w,a,lv
walf,CVCC,w,a,lf
walc,CVCC,w,a,lc
womp,CVCC,w,o,mp
wond,CVCC,w,o,nd
wont,CVCC,w,o,nt
woqk,CVCC,w,o,qk
wogz,CVCC,w,o,gz
wodz,CVCC,w,o,dz
wodj,CVCC,w,o,dj
wobz,CVCC,w,o,bz
wops,CVCC,w,o,ps
wots,CVCC,w,o,ts
wotx,CVCC,w,o,tx
woks,CVCC,w,o,ks
wosp,CVCC,w,o,sp
wost,CVCC,w,o,st
wosk,CVCC,w,o,sk
woft,CVCC,w,o,ft
worg,CVCC,w,o,rg
word,CVCC,w,o,rd
worb,CVCC,w,o,rb
worp,CVCC,w,o,rp
wort,CVCC,w,o,rt
work,CVCC,w,o,rk
wors,CVCC,w,o,rs
worz,CVCC,w,o,rz
worv,CVCC,w,o,rv
worf,CVCC,w,o,rf
wold,CVCC,w,o,ld
wolb,CVCC,w,o,lb
wolp,CVCC,w,o,lp
wolt,CVCC,w,o,lt
wolk,CVCC,w,o,lk
wols,CVCC,w,o,ls
wolz,CVCC,w,o,lz
wolv,CVCC,w,o,lv
wolf,CVCC,w,o,lf
wolc,CVCC,w,o,lc
wump,CVCC,w,u,mp
wund,CVCC,w,u,nd
wunt,CVCC,w,u,nt
wuqk,CVCC,w,u,qk
wugz,CVCC,w,u,gz
